Selections giving rise to mutants of <i>E. coli</i> and <i>S. typhimurium</i>
Type;Selection purpose and technique;Mutant gene
Expansion of metabolic capacity
Glutamate as C source;<i>gltH</i>
Glutamate as C source;<i>gltS</i>
Glutamate as C source at 42°C;<i>gltR</i>
Glutamine as C source;<i>glnP</i>
Glycerol as C source in <i>ppc</i>;<i>iclR</i>
Glycerol + gluconate as C source in <i>eda</i>;<i>gntM</i>
Glycerol + methylglucuronide as C source in <i>eda</i>;<i>gurBCD</i>
Glycerol 3-phosphate as C source in <i>glpT</i>;<i>ugpAB</i>
Hemin satisfaction of <i>hemA</i> auxotroph;<i>hemB</i>
Hemin satisfaction of <i>hemA</i> auxotroph;<i>rfa</i>
Hexuronate as C source in noninducible strain;<i>exuR</i>
Histidinal satisfaction of <i>his</i> auxotroph requirement at 30°C;<i>his</i> structural genes
Histidinal satisfaction of <i>his</i> auxotroph requirement at 30°C;<i>hisG</i>
Histidine (D) satisfaction of <i>his</i> auxotroph requirement;<i>his</i> structural genes
Histidine (D) satisfaction of <i>his</i> auxotroph requirement;<i>hisG</i>
Histidine (D) satisfaction of <i>his</i> auxotroph requirement;<i>dhuA</i>
Histidine as C source;<i>hut</i>
Histidine as N source;<i>hut</i>
Improved growth in <i>icd</i>;<i>gltA</i>
Inosine as C source in <i>upp deoD</i>;<i>xapR</i>
Inosine as improved C source;<i>deoR</i>
Keto(2)-3-deoxygalactonate as C source;<i>kdgR</i>
Keto(2)-3-deoxygalactonate as C source;<i>dgoR</i>
Lactate + fumarate as anaerobic energy source;<i>chlABDE</i>
Lactate + nitrate as anaerobic energy source (<i>chl</i> to <i>chl</i>+);<i>chlE</i>
Lactitol as C source;<i>lacI,</i> operator
Lactobionic acid as C source;<i>lacI,</i> operator
Lactobionic acid as C source;<i>lacZ</i>
Lactose utilization after conjugation of F′<i>lac</i> into <i>Salmonella</i> sp.;<i>hsd</i>
Lactose utilization in ∆<i>lacZ</i>;<i>ebgA</i>
Leucine (D) satisfaction of <i>leu</i> auxotrophs;<i>lrp</i> (<i>livR, lstR, lss, mbl, oppl)</i>
Lyxose (D) as C source;<i>manC</i>
Malate (L) as improved C source;<i>dct</i>
Malate (D) as C source;<i>dml</i>
Maltose as C source in <i>malT</i>;<i>malP</i>
Maltose as C source in <i>malT</i>;<i>malQ</i>
Maltose utilization in <i>malT</i>;<i>bymA</i>
Mannitol (limiting) as C source;<i>mtlC</i>
Mannose as C source;<i>ptdG</i>
Melibiose as C source;<i>lacI,</i> operator
Melibiose as C source and acetyl(<i>N</i>)lactonate as N source;<i>lacI,</i> operator
Methyl-β-galactoside-supported growth;<i>mglD</i>
Methylgalacturonide as C source;<i>uidA</i>
Methylgalacturonide as C source;<i>uidR</i>
Methylgalacturonide as C source;<i>uxuR</i>
Methyl(β)glucoside as C source;<i>bglT</i>
Methylglucuronide + glycerol-supported growth;<i>uidA</i>
Neolactose as C source;<i>lacI,</i> operator
Nicotinamide as sole N source;<i>pncA</i>
Phenylgalactoside as C source;<i>lacI,</i> operator
Proline as sole N source with glucose as C source;<i>putA</i>
Proline-independent growth of <i>proAB</i>;<i>argD</i>
Propanediol as C source;<i>fucA</i>
Propionate as C source;<i>prp</i>
Raffinose as C source in <i>lacI</i>;<i>mel</i> (generic)
Raffinose as C source;<i>lacI,</i> operator
Ribitol utilization;<i>gatACD</i>
Salicin as C source;<i>bglB,C</i>
Salicin as C source;<i>osmZ</i>
Serine (L) as C source;<i>cpxA</i>
Serine (L) as C source;<i>ecfB</i>
Sorbose (L) as C source in crosses with wild strains;<i>sorAT</i>
Streptomycin independence of <i>rpsL</i>;<i>rpsD</i>
Streptomycin independence of <i>rpsL</i>;<i>rpsE</i>
Succinate as improved C source;<i>cpd</i>
Succinate-independent growth in <i>lpd</i>;<i>sdh</i>
Sucrose as C source;<i>dsdA</i>
Sucrose as C source;<i>dsdC</i>
Threonine as N source;<i>ilvA</i>
Tyramine as N source;<i>tyn</i>
Uridine as C source, improved utilization;<i>cytR</i>
Valerate as C source in <i>fadR</i>(Con);<i>atoC</i>
Xylitol as C source in propanediol utilizer;<i>fucA</i>
Resistance to inorganic chemicals
Acid resistance;<i>atr</i>
Acid resistance;<i>phoE</i>
Arsenate resistance;<i>glpT</i>
Arsenate resistance;<i>phoR</i>
Arsenate resistance;<i>phoS</i>
Arsenate resistance;<i>phoT</i>
Arsenate resistance;<i>pstABCS</i>
Arsenate resistance;<i>pit</i>
Azide resistance;<i>atpA–atpE</i>
Azide resistance;<i>cysB</i>
Azide resistance;<i>cysK</i>
Azide resistance;<i>secA</i>
Chlorate resistance;<i>chlABCDEG</i>
Chlorate resistance;<i>narCG</i>
Chlorate resistance;<i>narH</i>
Chromate + selenate resistance;<i>cysL</i>
Chromate resistance;<i>cysA</i>
Chromate resistance;<i>cysB</i>
Chromate resistance;<i>cysC</i>
Chromate resistance;<i>cysD</i>
Chromate resistance;<i>cysH</i>
Chromate resistance;<i>cysI</i>
Chromate resistance;<i>cysJ</i>
Copper resistance in <i>ompC</i>;<i>ompF</i>
Copper resistance;<i>ompR</i>
Diazoborine resistance;<i>envM</i>
Lithium resistance (multicopy);<i>nhaA</i>
Lithium-resistant utilization of melibiose;<i>melB</i>
Manganese resistance;<i>corABCD</i>
Manganese resistance;<i>fur</i>
Manganese resistance;<i>mng</i>
Nickel resistance;<i>corABCD</i>
Osmotolerance;<i>crp</i>
Osmotolerance;<i>cyaA</i>
Osmotolerance;<i>osmB</i>
Osmotolerance;<i>proA</i>
Osmotolerance;<i>proB</i>
Peroxide resistance;<i>oxyR</i>
Selenate resistance;<i>cysA</i>
Selenate resistance;<i>cysB</i>
Selenate resistance in <i>cysM</i>;<i>cysB</i>
Selenate resistance;<i>cysK</i>
Selenate resistance;<i>cysL</i>
Selenite resistance;<i>cysK</i>
Selenite resistance;<i>gshA</i>
Selenite resistance;<i>gshB</i>
Tellurite resistance;<i>phoB</i>
Tributyl tin resistance;<i>atpA–atpE</i>
Resistance to biological and organic chemicals
Acetylnorvaline resistance in <i>argR</i>(Con);<i>argE</i>
Acetylnorvaline resistance in <i>argR</i>(Con);<i>argR</i>
Acridine resistance;<i>dnaE</i>
Actinomycin D resistance in the presence of EDTA;<i>pldA</i>
Adenine resistance in <i>hpt gpt</i>;<i>apt</i>
Adenine resistance in <i>hpt gpt</i>;<i>purR</i>
Alafosfalin resistance;<i>pepA</i>
Alafosfalin resistance;<i>tpp</i>
Alanyl-2-aminopropionate resistance;<i>oppA</i>
Albicidin resistance;<i>tsx</i>
Albomycin resistance;<i>exbB</i>
Albomycin resistance;<i>fhuA</i>
Albomycin resistance;<i>fhuB</i>
Albomycin resistance;<i>pepN</i>
Albomycin resistance;<i>sidCF</i>
Albomycin resistance;<i>sidK</i>
Albomycin resistance;<i>tonB</i>
Aldohexuronate resistance in <i>eda</i>;<i>exuT</i>
Aldohexuronate resistance in <i>eda</i>;<i>exuR</i>
Allyl alcohol resistance;<i>adhE</i>
Amidinopenicillin tolerance;<i>sloB</i>
Amikacin resistance;<i>cpxA</i>
Amino(2)purine resistance in <i>dam</i>;<i>mutH</i>
Amino(2)purine resistance in <i>dam</i>;<i>mutL</i>
Amino(2)purine resistance in <i>dam</i>;<i>mutS</i>
Amino(4)phenylalanine resistance;<i>aroF</i>
Amino(4)phenylalanine resistance;<i>tyrA</i>
Amino(4)phenylalanine resistance;<i>tyrR</i>
Amino(6)nicotinamide resistance;<i>nadA</i>
Amino(6)nicotinamide resistance;<i>nadD</i>
Amino(6)nicotinamide resistance;<i>pncA</i>
Amino(6)nicotinamide resistance;<i>pncB</i>
Amino(6)nicotinamide resistance;<i>pncX</i>
Amino(6)nicotinate resistance;<i>pncB</i>
Aminobutyrate resistance;<i>ilv</i> structural genes
Aminobutyrate resistance;<i>ilvB</i>
Aminobutyrate resistance;<i>ilvH</i>
Aminobutyrate resistance;<i>ilvI</i>
Aminoethylcysteine (thialysine) resistance;<i>lysC</i>
Aminoethylcysteine (thialysine) resistance;<i>lysP</i>
Aminoethylcysteine (thialysine) resistance;<i>lysS</i>
Aminoglycoside resistance;<i>nek</i>
Amino(2)hydroxy(3)pentoate resistance;<i>thr</i> structural genes
Aminopterin resistance;<i>thyA</i>
Aminotriazole resistance;<i>amtA, amtB</i>
Aminotriazole resistance;<i>his</i> structural genes
Aminotriazole resistance in <i>relA</i>;<i>gyrB</i>
Ampicillin resistance;<i>ampC</i>
Ampicillin resistance;<i>ampD</i>
Ampicillin resistance;<i>ampE</i>
Ampicillin resistance;<i>envZ</i>
Ampicillin resistance;<i>galU</i>
Ampicillin resistance;<i>hipA</i>
Ampicillin resistance;<i>hipQ</i>
Ampicillin resistance;<i>ompC</i>
Ampicillin resistance;<i>ompF</i>
Ampicillin resistance;<i>ompR</i>
Ampicillin resistance;<i>ptsI</i>
Ampicillin resistance;<i>rfa</i> (general)
Ampicillin resistance;<i>tolD</i>
Ampicillin resistance;<i>tolE</i>
Arabinitol (D) resistance;<i>mtlA</i>
Arbitol (D) resistance;<i>gatACD</i>
Arbutin resistance in <i>dgk</i>;<i>mdoB</i>
Arginine-resistant, proline-independent growth of ∆<i>pro</i>;<i>argR</i>
Auroventin resistance;<i>atpA–atpE</i>
Aza(5)cytidine resistance;<i>dcm</i>
Azadeoxycytidine resistance;<i>cdd</i>
Aza(6)uracil resistance;<i>gpt</i>
Aza(8)guanine resistance;<i>ndk</i>
Aza(8)guanine resistance;<i>upp</i>
Azaleucine resistance;<i>aroP</i>
Azaleucine resistance;<i>azl</i>
Azaleucine resistance;<i>tolB</i>
Azaleucine resistance;<i>leuS</i>
Azaleucine resistance;<i>livG</i>
Azaleucine resistance;<i>livH</i>
Azaserine + tryptophan resistance;<i>dhuA</i>
Azaserine + tryptophan resistance in <i>dhuA</i>;<i>hisJ</i>
Azaserine resistance;<i>aroP</i>
Azaserine resistance;<i>azaAB</i>
Azaserine resistance;<i>cysA</i>
Azaserine resistance;<i>cysB</i>
Azaserine resistance;<i>cysC</i>
Azaserine resistance;<i>cysD</i>
Azaserine resistance;<i>cysE</i>
Azaserine resistance;<i>cysG</i>
Azaserine resistance;<i>cysH</i>
Azaserine resistance;<i>cysI</i>
Azaserine resistance;<i>cysJ</i>
Azaserine resistance;<i>cysK</i>
Azaserine resistance;<i>cysM</i>
Azaserine resistance;<i>mut</i> (generic)
Azetidine carboxylate resistance;<i>proB</i>
Azetidine carboxylate resistance;<i>putA</i>
Azetidine carboxylate resistance;<i>putP</i>
Azidothymidine resistance;<i>tdk</i>
Bacilysin resistance;<i>dppA</i>
Bacitracin resistance;<i>rfa</i>
Bacteriocin resistance;<i>tol</i>
Bacteriocin 4-59 resistance;<i>ompA</i>
Bacteriocin 4-59 resistance;<i>tonB</i>
Bacteriocin JF246 resistance;<i>ompA</i>
Baikiain resistance in constitutive background;<i>putA</i>
β-Glycerol-phosphate resistance in <i>glpD</i>;<i>phoA</i>
Beta-lactam conjugate resistance;<i>fhuA</i>
Beta-lactam resistance (see mecillinam resistance);<i>crp</i>
Beta-lactam resistance;<i>cyaA</i>
Beta-lactam resistance;<i>lyt</i>
Beta-lactam resistance;<i>alaS</i>
Beta-lactam resistance;<i>argS</i>
Bialaphos resistance;<i>dppA</i>
Borrelidin resistance;<i>thrS</i>
Bromodeoxyuridine + UV light resistance;<i>ung</i>
Cadaverine resistance;<i>cadB</i>
Caffeine resistance;<i>glnV</i>
Calmodulin inhibitor resistance;<i>leuW</i>
cAMP + glucose 6-phosphate + D-xylose + L-arabinose resistance;<i>crp</i>
cAMP + glucose 6-phosphate resistance;<i>crp</i>
Camphor resistance;<i>mbrABCD</i>
Canavanine + azauracil resistance;<i>argR</i>
Canavanine + thiouracil resistance;<i>upp</i>
Canavanine + thiouracil resistance;<i>argP</i>
Canavanine resistance;<i>argS</i>
Canavanine resistance;<i>argP</i>
Canavanine resistance;<i>argR</i>
CCCP resistance;<i>atpA–atpE</i>
CCCP resistance due to gene dosage;<i>emrB</i>
Cephalosporin E-0702 resistance;<i>tonB</i>
Cephalothin resistance;<i>rfa</i>
Chelator resistance;<i>ompA</i>
Chloramphenicol resistance;<i>cmlA</i>
Chloramphenicol resistance;<i>marA</i>
Chloramphenicol resistance;<i>rrn</i>
Chloramphenicol resistance;<i>ompF</i>
Chloramphenicol resistance;<i>ompR</i>
Chloro(β)-D-alanine resistance;<i>dadA</i>
Chloro(β)-D-alanine resistance;<i>metC</i> (<i>ecfA</i>)
Chloro-3-hydroxyacetone resistance in <i>uhp</i>(Con);<i>uhpT</i>
Chloroacetaldehyde resistance;<i>adhCE</i>
Chloroacetate(β) resistance;<i>cbt</i>
Chlorobiocin resistance;<i>gyrB</i>
Chloroethanol resistance;<i>adhCE</i>
Chlorohydroxyacetone phosphate resistance;<i>glpT</i>
Chlorpromazine resistance;<i>lon</i>
Chuangxinmycin resistance;<i>trpR</i>
Cloacin DF13 resistance;<i>ompF</i>
Coenzyme A feedback resistance;<i>coaA</i>
Colicin “ K-type” tolerance;<i>hemB</i>
Colicin (multiple) resistance;<i>envZ</i>
Colicin (other) resistance;<i>exbB</i>
Colicin (other) resistance;<i>exbC</i>
Colicin A tolerance;<i>cpxA</i>
Colicin A tolerance;<i>ompF</i>
Colicin A group tolerance;<i>cirA</i>
Colicin A group tolerance;<i>tolQ</i>
Colicin B resistance;<i>exbC</i>
Colicin B resistance;<i>fepABCDG</i>
Colicin B resistance;<i>tonB</i>
Colicin B tolerance;<i>cbt</i>
Colicin D resistance;<i>cbt</i>
Colicin D tolerance;<i>tolB</i>
Colicin E resistance;<i>tolC</i>
Colicin E1 tolerance;<i>cet</i>
Colicin E1 tolerance;<i>tolQAB</i>
Colicin E2 tolerance;<i>ompF</i>
Colicin E3 tolerance;<i>btuB</i>
Colicin E3 tolerance;<i>tolR</i>
Colicin E2 and E3 tolerance;<i>tolE</i>
Colicin E2 and E3 tolerance;<i>tolZ</i>
Colicin E2, E3, D, Ia, and Ib tolerance;<i>tolI</i>
Colicin I resistance;<i>exbB</i>
Colicin I resistance;<i>exbC</i>
Colicin I resistance;<i>ecfB</i>
Colicin Ia and Ib tolerance;<i>tolJ</i>
Colicin K resistance;<i>metC</i> (<i>ecfA</i>)
Colicin K resistance;<i>tsx</i>
Colicin K resistance;<i>ompA</i>
Colicin K tolerance;<i>ompA</i>
Colicin K tolerance;<i>ompF</i>
Colicin L tolerance;<i>envZ</i>
Colicin L tolerance;<i>ompF</i>
Colicin L tolerance;<i>fhuA</i>
Colicin L, A, and S4 tolerance;<i>fepABCDG</i>
Colicin M resistance;<i>tonB</i>
Colicin M resistance;<i>tolM</i>
Colicin M tolerance;<i>tolD</i>
Coumermycin resistance;<i>gyrB</i>
Coumermycin resistance;<i>hisW</i>
Cyclopentane glycine resistance;<i>ilv</i> structural genes
Cyclopentane glycine resistance;<i>ilvA</i>
Cycloserine resistance;<i>hipA</i>
Cycloserine (D) resistance;<i>cycA</i>
Dapsone resistance;<i>thdA</i>
Dehydrobiotin resistance;<i>bio </i>operon
Dehydrobiotin resistance;<i>bioP</i>
Dehydrobiotin resistance;<i>birA</i>
Dehydroproline + azetidine carboxylate resistance at high osmolarity in <i>putA</i><i>putP</i>;<i>proU</i>
Dehydroproline resistance;<i>proB</i>
Dehydroproline resistance in <i>putA putP</i>;<i>proP</i>
Deoxy(2)adenosine resistance in <i>deoC</i>;<i>deoD</i>
Deoxyadenosine + fluorouracil resistance in <i>upp</i>;<i>deoA</i>
Deoxyadenosine + fluorouracil resistance in <i>upp</i>;<i>deoD</i>
Deoxydihydroxyphosphonyl methyl fructose resistance;<i>uhpT</i>
Deoxy(3)-3-fluoroglucose-independent utilization of lactate;<i>ptsHIG</i>
Deoxy(3)-3-fluoroglucose-independent utilization of fructose;<i>ptsG</i>
Deoxy(3)-3-fluoroglucose resistance;<i>ptsI</i>
Deoxy(2)galactitol resistance in galicitol utilizer;<i>gatACD</i>
Deoxy(2)galactose resistance;<i>gal</i> operon
Deoxy(2)galactose resistance;<i>galE</i>
Deoxy(2)galactose resistance;<i>galK</i>
Deoxy(2)galactose resistance;<i>galP</i>
Deoxy(2)glucose-resistant utilization of melibiose;<i>melB</i>
Deoxyglucose resistance;<i>manXYZ</i>
Deoxy(2)glucose-6-phosphate resistance;<i>uhpT</i>
Deoxy(2)glucose-resistant fructose utilization;<i>fruA</i>
Deoxy(2)glucose-resistant fructose utilization;<i>ptsG</i>
Deoxy(2)-2-iodoacetamidoglucose resistance;<i>nagE</i>
Diamino(2,6)purine resistance;<i>apt</i>
Diamino(2,6)purine resistance in <i>pnp</i>;<i>apt</i>
Dicyclohexylcarbodiimide resistance in <i>rfa</i>;<i>rfb</i>
Dideoxy(2′,3′)thymidine resistance;<i>tmk</i>
Dihydroproline resistance;<i>putP</i>
Dihydroxybutylphosphonate resistance;<i>cls</i>
Dihydroxybutylphosphonate resistance;<i>glpT</i>
Dihydroxybutylphosphonate resistance in <i>glpT</i>;<i>ugpA,B</i>
Dihydroxybutylphosphonate resistance in <i>uhp</i>(Con);<i>uhpT</i>
Dimethyl sulfoxide resistance;<i>pss</i>
Dinitropyrene resistance;<i>atoB</i>
Dipeptide (valine containing) resistance;<i>dppA</i>
Drug-resistant gene maintenance;<i>dor</i>
Erythromycin growth dependence;<i>rrn</i>
Erythromycin resistance;<i>eryC</i>
Erythromycin resistance;<i>eryD</i>
Erythromycin resistance;<i>mac</i>
Erythromycin resistance;<i>rplD</i>
Erythromycin resistance;<i>rplV</i>
Erythromycin resistance;<i>rplC</i>
Ethanol resistance;<i>pss</i>
Ethionine resistance;<i>metG</i>
Ethionine resistance;<i>metJ</i>
Fluoroacetate resistance;<i>ack</i>
Fluoroacetate resistance;<i>pta</i>
Fluorocitrate resistance;<i>tct</i>
Fluoro(5)cytosine resistance;<i>codA</i>
Fluoro(5)cytosine resistance;<i>cod</i>
Fluorodeoxycytidine resistance;<i>cdd</i>
Fluorodeoxycytidine resistance;<i>nupC</i>
Fluorodeoxycytidine resistance;<i>nupG</i>
Fluoro(5)deoxyuridine resistance;<i>tdk</i>
Fluorodeoxyuridine resistance;<i>nupC</i>
Fluorodeoxyuridine resistance;<i>nupG</i>
Fluorodeoxyuridine + uracil resistance in <i>deoA</i>;<i>tdk</i>
Fluoro(2)-L-erythrocitrate resistance;<i>tct</i>
Fluoro-3-hydroxyacetone resistance in <i>uhp</i>(Con);<i>uhpT</i>
Fluorohydroxyacetone phosphate resistance;<i>ugpAB</i>
Fluorohydroxyacetone phosphate resistance;<i>glpT</i>
Fluoro(3)malate resistance;<i>dct</i>
Fluoro(5)orotic acid resistance;<i>pyrF</i>
Fluoro(5)orotic acid resistance;<i>pyrH</i>
Fluoro(4)phenylalanine resistance;<i>tyrR</i>
Fluoro(4)phenylalanine resistance;<i>pheA</i>
Fluoro(4)phenylalanine resistance;<i>pheR</i>
Fluoro(4)phenylalanine resistance;<i>pheS</i>
Fluoro(4)phenylalanine resistance;<i>pheU</i>
Fluorophenylalanine resistance;<i>aroF</i>
Fluorophenylalanine resistance;<i>aroG</i>
Fluorophenylalanine resistance;<i>aroP</i>
Fluorophenylalanine resistance;<i>tyrA</i>
Fluoro(5)tryptophan resistance;<i>aroP</i>
Fluoro(6)tryptophan resistance;<i>trp</i> (generic)
Fluorotyrosine resistance;<i>tyrR</i>
Fluorotyrosine resistance;<i>tyrS</i>
Fluoro(5)uracil + fluoro(5)uridine resistance;<i>guaB</i>
Fluoro(5)uracil + 5′-AMP resistance in <i>upp</i>;<i>ushA</i>
Fluoro(5)uracil + 5-fluorouridine resistance in <i>udp</i>;<i>pyrH</i>
Fluoro(5)uracil + nucleotide resistance;<i>ompF</i>
Fluoro(5)uracil + nucleotide resistance;<i>ompR</i>
Fluoro(5)uracil + adenosine resistance;<i>udp</i>
Fluorouracil + adenosine resistance in <i>upp deoD xapR</i>(Con);<i>xapA</i>
Fluoro(5)uracil + adenosine resistance in <i>upp, phoS,</i> or <i>phoT</i>;<i>phoA</i>
Fluoro(5)uracil + adenosine resistance in <i>upp, phoS,</i> or <i>phoT</i>;<i>phoB</i>
Fluoro(5)uracil and 3′-AMP resistance;<i>cpdB</i>
Fluoro(5)uracil + 5′-AMP + 3′-AMP resistance;<i>crp</i>
Fluoro(5)uracil + carbamylaspartate resistance;<i>ubiF</i>
Fluoro(5)uracil resistance;<i>upp</i>
Fluorouracil resistance;<i>nupC</i>
Fluorouracil resistance;<i>nupG</i>
Fluorouracil resistance;<i>pyrH</i>
Fluorouracil resistance;<i>rpoB</i>
Fluoro(5)uridine + uracil resistance;<i>udk</i>
Fluoro(5)uridine resistance;<i>udhA</i>
Fluoro(5)uridine resistance in <i>upp</i>;<i>udk</i>
Fluorouridine resistance;<i>pyrH</i>
Fluorouridine resistance;<i>nupC</i>
Fluorouridine resistance;<i>nupG</i>
Fosfomycin resistance due to increased gene dosage;<i>murZ</i>
Fosfomycin + fructose-6-phosphate resistance;<i>pgi</i>
Fosfomycin resistance;<i>crp</i>
Fosfomycin resistance;<i>cyaA</i>
Fosfomycin resistance;<i>glpT</i>
Fosfomycin resistance;<i>hipA</i>
Fosfomycin resistance;<i>mrb</i>
Fosfomycin resistance;<i>ptsI</i>
Fosfomycin resistance;<i>uhpT</i>
Fucitol resistance in galactitol-utilizing strains;<i>gatACD</i>
Fucose + arabinose-supported growth in <i>galP</i>;<i>mglA</i>
Fucose + arabinose-supported growth in <i>galP</i>;<i>mglB</i>
Fucose + arabinose-supported growth in <i>galP</i>;<i>mglC</i>
Fucose resistance (arabinose as C source);<i>araC</i>
Fusaric acid resistance of Tn<i>10</i> insertion mutants;<i>tet</i>
Fusidic acid resistance;<i>fusA</i>
Galactose resistance in <i>galE</i>;<i>galK</i>
Galactose resistance in <i>galT</i>;<i>galK</i>
Galactose resistance in <i>galU</i>;<i>gal</i> operon
Galactose resistance in <i>galU</i>;<i>galK</i>
Galactose resistance in <i>galT+K</i>+<i>E</i>+/<i>galU</i> <i>galT+K</i>+<i>E</i>+ merodiploid;<i>galR</i>
Galactose utilization in presence of thiomethylglucoside;<i>gal</i> operon
Gentamicin resistance;<i>rplF</i>
Gentamicin resistance;<i>ubiF</i>
Globomicin resistance;<i>dnaE</i>
Globomicin resistance;<i>lpp</i>
Glucarate (D) resistance in <i>ppc</i>;<i>garA</i>
Glucose + gluconate-independent motility;<i>pts</i> (general)
Glucose-resistant satisfaction of <i>trp</i> by indole + 5-methyltryptophan;<i>tna</i>
Glutamate (D) resistance in <i>gltS</i> (increased);<i>gltS</i>
Glutamine (D) resistance;<i>glnP</i>
Glutamyl(γ)hydrazide resistance;<i>glnF</i>
Glutamyl(γ)hydrazide resistance;<i>glnH</i>
Glutamyl(γ)hydrazide resistance;<i>glnP</i>
Glutamyl(γ)methyl ester resistance;<i>gltX</i>
Glutamyl(γ)methyl ester resistance;<i>metJ</i>
Glutamyl(γ)methyl ester resistance;<i>metK</i>
Glyceraldehyde (DL) 3-phosphate resistance;<i>glpT</i>
Glyceraldehyde (L) 3-phosphate resistance in <i>uhp</i>(Con);<i>uhpT</i>
Glyceraldehyde (L) resistance;<i>glpF</i>
Glyceraldehyde (L) resistance;<i>glpK</i>
